Team,Round,Date,Year,Total Points,RoundOrder
Greater Western Sydney,R11,28/5/2022,2022,15.6,11
Hawthorn,R11,28/5/2022,2022,7.12,11
Melbourne,R11,28/5/2022,2022,7.14,11
North Melbourne,R11,29/5/2022,2022,7.8,11
Port Adelaide,R11,29/5/2022,2022,9.12,11
Richmond,R11,27/5/2022,2022,15.1,11
St Kilda,R11,29/5/2022,2022,16.7,11
Sydney,R11,27/5/2022,2022,16.1,11
West Coast,R11,28/5/2022,2022,9.6,11
Western Bulldogs,R11,28/5/2022,2022,25.11,11
Adelaide,R12,4/6/2022,2022,13.1,12
Brisbane Lions,R12,5/6/2022,2022,13.7,12
Collingwood,R12,5/6/2022,2022,10.12,12
Fremantle,R12,5/6/2022,2022,15.9,12
Geelong,R12,3/6/2022,2022,12.11,12
Gold Coast,R12,4/6/2022,2022,15.19,12
Hawthorn,R12,5/6/2022,2022,10.8,12
Melbourne,R12,4/6/2022,2022,9.7,12
North Melbourne,R12,4/6/2022,2022,7.5,12
Sydney,R12,4/6/2022,2022,10.13,12
West Coast,R12,4/6/2022,2022,8.9,12
Western Bulldogs,R12,3/6/2022,2022,10.1,12
Brisbane Lions,R13,11/6/2022,2022,10.18,13
Carlton,R13,10/6/2022,2022,12.8,13
Collingwood,R13,13/6/2022,2022,12.1,13
Essendon,R13,10/6/2022,2022,7.12,13
Fremantle,R13,11/6/2022,2022,14.11,13
Greater Western Sydney,R13,12/6/2022,2022,15.12,13
Hawthorn,R13,11/6/2022,2022,12.1,13
Melbourne,R13,13/6/2022,2022,8.8,13
North Melbourne,R13,12/6/2022,2022,7.11,13
Port Adelaide,R13,9/6/2022,2022,10.5,13
Richmond,R13,9/6/2022,2022,11.11,13
St Kilda,R13,11/6/2022,2022,8.9,13
Adelaide,R14,19/6/2022,2022,10.13,14
Carlton,R14,16/6/2022,2022,9.12,14
Essendon,R14,17/6/2022,2022,15.17,14
Geelong,R14,18/6/2022,2022,12.9,14
Gold Coast,R14,19/6/2022,2022,18.8,14
Greater Western Sydney,R14,18/6/2022,2022,16.9,14
Port Adelaide,R14,18/6/2022,2022,12.1,14
Richmond,R14,16/6/2022,2022,11.15,14
St Kilda,R14,17/6/2022,2022,11.6,14
Sydney,R14,18/6/2022,2022,8.11,14
West Coast,R14,18/6/2022,2022,9.9,14
Western Bulldogs,R14,18/6/2022,2022,19.11,14
Adelaide,R15,26/6/2022,2022,17.13,15
Brisbane Lions,R15,23/6/2022,2022,7.11,15
Carlton,R15,25/6/2022,2022,12.9,15
Collingwood,R15,26/6/2022,2022,11.22,15
Essendon,R15,24/6/2022,2022,14.13,15
Fremantle,R15,25/6/2022,2022,7.8,15
Geelong,R15,25/6/2022,2022,13.11,15
Gold Coast,R15,26/6/2022,2022,13.13,15
Greater Western Sydney,R15,26/6/2022,2022,12.5,15
Hawthorn,R15,24/6/2022,2022,12.11,15
Melbourne,R15,23/6/2022,2022,16.21,15
North Melbourne,R15,26/6/2022,2022,8.1,15
Port Adelaide,R15,26/6/2022,2022,13.15,15
Richmond,R15,25/6/2022,2022,13.8,15
St Kilda,R15,25/6/2022,2022,4.8,15
Sydney,R15,25/6/2022,2022,12.11,15
West Coast,R15,24/6/2022,2022,16.11,15
Western Bulldogs,R15,24/6/2022,2022,19.11,15
Adelaide,R16,2/7/2022,2022,10.5,16
Brisbane Lions,R16,30/6/2022,2022,16.12,16
Carlton,R16,1/7/2022,2022,10.18,16
Collingwood,R16,2/7/2022,2022,9.13,16
Essendon,R16,2/7/2022,2022,15.5,16
Fremantle,R16,3/7/2022,2022,15.9,16
Geelong,R16,2/7/2022,2022,21.18,16
Gold Coast,R16,2/7/2022,2022,8.14,16
Greater Western Sydney,R16,3/7/2022,2022,11.6,16
Hawthorn,R16,3/7/2022,2022,7.8,16
Melbourne,R16,2/7/2022,2022,14.1,16
North Melbourne,R16,2/7/2022,2022,5.2,16
Port Adelaide,R16,3/7/2022,2022,14.7,16
Richmond,R16,3/7/2022,2022,20.8,16
St Kilda,R16,1/7/2022,2022,14.9,16
Sydney,R16,2/7/2022,2022,12.14,16
West Coast,R16,3/7/2022,2022,13.15,16
Western Bulldogs,R16,30/6/2022,2022,9.13,16
Adelaide,R17,10/7/2022,2022,8.6,17
Brisbane Lions,R17,10/7/2022,2022,13.12,17
Carlton,R17,10/7/2022,2022,17.14,17
Collingwood,R17,9/7/2022,2022,13.1,17
Essendon,R17,10/7/2022,2022,15.1,17
Fremantle,R17,9/7/2022,2022,17.9,17
Geelong,R17,7/7/2022,2022,12.19,17
Gold Coast,R17,9/7/2022,2022,14.1,17
Greater Western Sydney,R17,9/7/2022,2022,3.11,17
Hawthorn,R17,10/7/2022,2022,13.8,17
Melbourne,R17,7/7/2022,2022,9.9,17
North Melbourne,R17,9/7/2022,2022,12.9,17
Port Adelaide,R17,9/7/2022,2022,12.12,17
Richmond,R17,9/7/2022,2022,13.14,17
St Kilda,R17,9/7/2022,2022,10.1,17
Sydney,R17,8/7/2022,2022,17.18,17
West Coast,R17,10/7/2022,2022,8.5,17
Western Bulldogs,R17,8/7/2022,2022,9.13,17
Adelaide,R18,16/7/2022,2022,13.8,18
Brisbane Lions,R18,16/7/2022,2022,15.9,18
Carlton,R18,16/7/2022,2022,8.7,18
Collingwood,R18,16/7/2022,2022,14.7,18
Essendon,R18,17/7/2022,2022,14.19,18
Fremantle,R18,16/7/2022,2022,9.11,18
Geelong,R18,16/7/2022,2022,12.13,18
Gold Coast,R18,17/7/2022,2022,8.7,18
Greater Western Sydney,R18,16/7/2022,2022,9.5,18
Hawthorn,R18,17/7/2022,2022,15.12,18
Melbourne,R18,17/7/2022,2022,12.11,18
North Melbourne,R18,16/7/2022,2022,14.8,18
Port Adelaide,R18,17/7/2022,2022,10.9,18
Richmond,R18,16/7/2022,2022,11.22,18
St Kilda,R18,15/7/2022,2022,7.14,18
Sydney,R18,16/7/2022,2022,11.16,18
West Coast,R18,17/7/2022,2022,12.5,18
Western Bulldogs,R18,15/7/2022,2022,13.6,18
Adelaide,R19,23/7/2022,2022,12.13,19
Brisbane Lions,R19,23/7/2022,2022,16.14,19
Carlton,R19,24/7/2022,2022,13.12,19
Collingwood,R19,24/7/2022,2022,12.8,19
Essendon,R19,24/7/2022,2022,11.1,19
Fremantle,R19,22/7/2022,2022,7.1,19
Geelong,R19,23/7/2022,2022,16.1,19
Gold Coast,R19,23/7/2022,2022,14.9,19
Greater Western Sydney,R19,24/7/2022,2022,8.6,19
Hawthorn,R19,23/7/2022,2022,19.7,19
Melbourne,R19,23/7/2022,2022,15.1,19
North Melbourne,R19,23/7/2022,2022,11.9,19
Port Adelaide,R19,23/7/2022,2022,14.1,19
Richmond,R19,22/7/2022,2022,7.1,19
St Kilda,R19,24/7/2022,2022,14.6,19
Sydney,R19,23/7/2022,2022,17.16,19
West Coast,R19,24/7/2022,2022,10.2,19
Western Bulldogs,R19,23/7/2022,2022,17.8,19
Adelaide,R20,30/7/2022,2022,12.12,20
Brisbane Lions,R20,31/7/2022,2022,14.13,20
Carlton,R20,30/7/2022,2022,8.7,20
Collingwood,R20,30/7/2022,2022,13.1,20
Essendon,R20,31/7/2022,2022,17.12,20
Fremantle,R20,29/7/2022,2022,5.9,20
Geelong,R20,30/7/2022,2022,14.1,20
Gold Coast,R20,31/7/2022,2022,16.11,20
Greater Western Sydney,R20,30/7/2022,2022,5.9,20
Hawthorn,R20,30/7/2022,2022,9.9,20
Melbourne,R20,29/7/2022,2022,12.13,20
North Melbourne,R20,31/7/2022,2022,9.12,20
Port Adelaide,R20,30/7/2022,2022,12.1,20
Richmond,R20,31/7/2022,2022,15.14,20
St Kilda,R20,30/7/2022,2022,10.15,20
Sydney,R20,30/7/2022,2022,17.1,20
West Coast,R20,31/7/2022,2022,16.8,20
Western Bulldogs,R20,30/7/2022,2022,9.12,20
Adelaide,R21,7/8/2022,2022,16.6,21
Brisbane Lions,R21,7/8/2022,2022,17.12,21
Carlton,R21,7/8/2022,2022,12.9,21
Collingwood,R21,5/8/2022,2022,15.6,21
Essendon,R21,6/8/2022,2022,10.9,21
Fremantle,R21,6/8/2022,2022,14.11,21
Geelong,R21,6/8/2022,2022,17.8,21
Gold Coast,R21,6/8/2022,2022,8.15,21
Greater Western Sydney,R21,6/8/2022,2022,14.12,21
Hawthorn,R21,6/8/2022,2022,10.1,21
Melbourne,R21,5/8/2022,2022,13.11,21
North Melbourne,R21,7/8/2022,2022,13.1,21
Port Adelaide,R21,6/8/2022,2022,10.11,21
Richmond,R21,6/8/2022,2022,16.13,21
St Kilda,R21,6/8/2022,2022,10.5,21
Sydney,R21,7/8/2022,2022,18.18,21
West Coast,R21,7/8/2022,2022,13.8,21
Western Bulldogs,R21,6/8/2022,2022,11.12,21
Adelaide,R22,13/8/2022,2022,15.13,22
Brisbane Lions,R22,12/8/2022,2022,12.9,22
Carlton,R22,13/8/2022,2022,10.14,22
Collingwood,R22,14/8/2022,2022,7.8,22
Essendon,R22,14/8/2022,2022,9.8,22
Fremantle,R22,13/8/2022,2022,9.17,22
Geelong,R22,13/8/2022,2022,18.11,22
Gold Coast,R22,13/8/2022,2022,9.5,22
Greater Western Sydney,R22,13/8/2022,2022,8.9,22
Hawthorn,R22,14/8/2022,2022,9.13,22
Melbourne,R22,13/8/2022,2022,11.13,22
North Melbourne,R22,13/8/2022,2022,10.14,22
Port Adelaide,R22,14/8/2022,2022,23.8,22
Richmond,R22,14/8/2022,2022,20.8,22
St Kilda,R22,12/8/2022,2022,9.12,22
Sydney,R22,14/8/2022,2022,11.11,22
West Coast,R22,13/8/2022,2022,7.5,22
Western Bulldogs,R22,13/8/2022,2022,9.8,22
Adelaide,R23,20/8/2022,2022,7.13,23
Brisbane Lions,R23,19/8/2022,2022,8.9,23
Carlton,R23,21/8/2022,2022,10.14,23
Collingwood,R23,21/8/2022,2022,11.9,23
Essendon,R23,20/8/2022,2022,11.9,23
Fremantle,R23,20/8/2022,2022,13.11,23
Geelong,R23,20/8/2022,2022,19.17,23
Gold Coast,R23,20/8/2022,2022,16.18,23
Greater Western Sydney,R23,20/8/2022,2022,10.9,23
Hawthorn,R23,21/8/2022,2022,10.4,23
Melbourne,R23,19/8/2022,2022,18.7,23
North Melbourne,R23,20/8/2022,2022,6.11,23
Port Adelaide,R23,20/8/2022,2022,16.15,23
Richmond,R23,20/8/2022,2022,21.15,23
St Kilda,R23,21/8/2022,2022,11.8,23
Sydney,R23,21/8/2022,2022,13.1,23
West Coast,R23,20/8/2022,2022,7.4,23
Western Bulldogs,R23,21/8/2022,2022,12.15,23
Brisbane Lions,EF,1/9/2022,2022,16.1,25
Fremantle,EF,3/9/2022,2022,11.7,25
Richmond,EF,1/9/2022,2022,16.8,25
Western Bulldogs,EF,3/9/2022,2022,8.12,25
Collingwood,QF,3/9/2022,2022,10.12,26
Geelong,QF,3/9/2022,2022,11.12,26
Melbourne,QF,2/9/2022,2022,10.9,26
Sydney,QF,2/9/2022,2022,14.7,26
Brisbane Lions,SF,9/9/2022,2022,14.8,27
Collingwood,SF,10/9/2022,2022,11.13,27
Fremantle,SF,10/9/2022,2022,9.5,27
Melbourne,SF,9/9/2022,2022,11.13,27
Brisbane Lions,PF,16/9/2022,2022,7.7,28
Collingwood,PF,17/9/2022,2022,14.1,28
Geelong,PF,16/9/2022,2022,18.12,28
Sydney,PF,17/9/2022,2022,14.11,28
Geelong,GF,24/9/2022,2022,20.13,29
Sydney,GF,24/9/2022,2022,8.4,29
Adelaide,R1,19/3/2023,2023,12.18,1
Brisbane Lions,R1,18/3/2023,2023,11.6,1
Carlton,R1,16/3/2023,2023,8.1,1
Collingwood,R1,17/3/2023,2023,19.11,1
Essendon,R1,19/3/2023,2023,19.1,1
Fremantle,R1,19/3/2023,2023,7.1,1
Geelong,R1,17/3/2023,2023,16.7,1
Gold Coast,R1,18/3/2023,2023,9.7,1
Greater Western Sydney,R1,19/3/2023,2023,15.16,1
Hawthorn,R1,19/3/2023,2023,9.11,1
Melbourne,R1,18/3/2023,2023,17.13,1
North Melbourne,R1,18/3/2023,2023,12.15,1
Port Adelaide,R1,18/3/2023,2023,18.18,1
Richmond,R1,16/3/2023,2023,8.1,1
St Kilda,R1,19/3/2023,2023,10.7,1
Sydney,R1,18/3/2023,2023,16.14,1
West Coast,R1,18/3/2023,2023,12.1,1
Western Bulldogs,R1,18/3/2023,2023,9.11,1
Adelaide,R2,25/3/2023,2023,10.16,2
Brisbane Lions,R2,24/3/2023,2023,14.9,2
Carlton,R2,23/3/2023,2023,13.12,2
Collingwood,R2,25/3/2023,2023,21.9,2
Essendon,R2,26/3/2023,2023,16.12,2
Fremantle,R2,25/3/2023,2023,10.12,2
Geelong,R2,23/3/2023,2023,12.1,2
Gold Coast,R2,26/3/2023,2023,11.14,2
Greater Western Sydney,R2,26/3/2023,2023,11.15,2
Hawthorn,R2,26/3/2023,2023,4.13,2
Melbourne,R2,24/3/2023,2023,13.4,2
North Melbourne,R2,25/3/2023,2023,11.7,2
Port Adelaide,R2,25/3/2023,2023,9.1,2
Richmond,R2,25/3/2023,2023,17.6,2
St Kilda,R2,25/3/2023,2023,14.8,2
Sydney,R2,26/3/2023,2023,17.16,2
West Coast,R2,26/3/2023,2023,14.16,2
Western Bulldogs,R2,25/3/2023,2023,5.11,2
Adelaide,R3,1/4/2023,2023,18.9,3
Brisbane Lions,R3,30/3/2023,2023,7.11,3
Carlton,R3,1/4/2023,2023,9.2,3
Collingwood,R3,31/3/2023,2023,8.15,3
Essendon,R3,1/4/2023,2023,11.8,3
Fremantle,R3,2/4/2023,2023,16.12,3
Geelong,R3,2/4/2023,2023,7.12,3
Gold Coast,R3,2/4/2023,2023,10.13,3
Greater Western Sydney,R3,1/4/2023,2023,9.1,3
Hawthorn,R3,1/4/2023,2023,11.14,3
Melbourne,R3,2/4/2023,2023,21.8,3
North Melbourne,R3,1/4/2023,2023,9.7,3
Port Adelaide,R3,1/4/2023,2023,13.8,3
Richmond,R3,31/3/2023,2023,7.7,3
St Kilda,R3,1/4/2023,2023,14.8,3
Sydney,R3,2/4/2023,2023,12.12,3
West Coast,R3,2/4/2023,2023,9.13,3
Western Bulldogs,R3,30/3/2023,2023,10.7,3
Adelaide,R4,8/4/2023,2023,17.9,4
Brisbane Lions,R4,6/4/2023,2023,18.8,4
Carlton,R4,7/4/2023,2023,16.11,4
Collingwood,R4,6/4/2023,2023,11.17,4
Essendon,R4,9/4/2023,2023,11.22,4
Fremantle,R4,8/4/2023,2023,10.12,4
Geelong,R4,10/4/2023,2023,19.13,4
Gold Coast,R4,8/4/2023,2023,8.12,4
Greater Western Sydney,R4,9/4/2023,2023,11.9,4
Hawthorn,R4,10/4/2023,2023,6.9,4
Melbourne,R4,9/4/2023,2023,19.12,4
North Melbourne,R4,7/4/2023,2023,11.18,4
Port Adelaide,R4,8/4/2023,2023,9.12,4
Richmond,R4,8/4/2023,2023,12.12,4
St Kilda,R4,8/4/2023,2023,17.11,4
Sydney,R4,8/4/2023,2023,9.1,4
West Coast,R4,9/4/2023,2023,9.9,4
Western Bulldogs,R4,8/4/2023,2023,12.17,4
Adelaide,R5,13/4/2023,2023,18.1,5
Brisbane Lions,R5,15/4/2023,2023,22.2,5
Carlton,R5,13/4/2023,2023,9.8,5
Collingwood,R5,16/4/2023,2023,10.1,5
Essendon,R5,15/4/2023,2023,15.14,5
Fremantle,R5,14/4/2023,2023,15.1,5
Geelong,R5,16/4/2023,2023,21.1,5
Gold Coast,R5,14/4/2023,2023,13.12,5
Greater Western Sydney,R5,16/4/2023,2023,10.17,5
Hawthorn,R5,16/4/2023,2023,11.9,5
Melbourne,R5,15/4/2023,2023,11.11,5
North Melbourne,R5,15/4/2023,2023,12.5,5
Port Adelaide,R5,15/4/2023,2023,10.1,5
Richmond,R5,14/4/2023,2023,11.12,5
St Kilda,R5,16/4/2023,2023,9.1,5
Sydney,R5,14/4/2023,2023,18.14,5
West Coast,R5,16/4/2023,2023,13.11,5
Western Bulldogs,R5,15/4/2023,2023,8.8,5
Adelaide,R6,23/4/2023,2023,11.13,6
Brisbane Lions,R6,22/4/2023,2023,16.12,6
Carlton,R6,23/4/2023,2023,8.12,6
Collingwood,R6,25/4/2023,2023,13.12,6
Essendon,R6,25/4/2023,2023,11.11,6
Fremantle,R6,21/4/2023,2023,10.9,6
Geelong,R6,22/4/2023,2023,20.1,6
Gold Coast,R6,23/4/2023,2023,14.13,6
Greater Western Sydney,R6,22/4/2023,2023,13.9,6
Hawthorn,R6,23/4/2023,2023,11.1,6
Melbourne,R6,24/4/2023,2023,15.6,6
North Melbourne,R6,23/4/2023,2023,7.12,6
Port Adelaide,R6,22/4/2023,2023,16.13,6
Richmond,R6,24/4/2023,2023,11.12,6
St Kilda,R6,23/4/2023,2023,12.1,6
Sydney,R6,22/4/2023,2023,5.7,6
West Coast,R6,22/4/2023,2023,10.9,6
Western Bulldogs,R6,21/4/2023,2023,17.16,6
Adelaide,R7,30/4/2023,2023,7.16,7
Brisbane Lions,R7,29/4/2023,2023,17.13,7
Carlton,R7,29/4/2023,2023,23.14,7
Collingwood,R7,30/4/2023,2023,8.11,7
Essendon,R7,30/4/2023,2023,16.8,7
Fremantle,R7,29/4/2023,2023,10.7,7
Geelong,R7,30/4/2023,2023,20.12,7
Gold Coast,R7,30/4/2023,2023,11.6,7
Greater Western Sydney,R7,29/4/2023,2023,17.5,7
Hawthorn,R7,29/4/2023,2023,9.11,7
Melbourne,R7,29/4/2023,2023,22.7,7
North Melbourne,R7,29/4/2023,2023,7.7,7
Port Adelaide,R7,28/4/2023,2023,12.11,7
Richmond,R7,30/4/2023,2023,6.12,7
St Kilda,R7,28/4/2023,2023,11.1,7
Sydney,R7,29/4/2023,2023,16.1,7
West Coast,R7,29/4/2023,2023,6.8,7
Western Bulldogs,R7,29/4/2023,2023,14.1,7
Adelaide,R8,6/5/2023,2023,11.6,8
Brisbane Lions,R8,5/5/2023,2023,15.1,8
Carlton,R8,5/5/2023,2023,11.8,8
Collingwood,R8,7/5/2023,2023,11.11,8
Essendon,R8,7/5/2023,2023,13.9,8
Fremantle,R8,6/5/2023,2023,18.9,8
Geelong,R8,6/5/2023,2023,14.14,8
Gold Coast,R8,6/5/2023,2023,13.7,8
Greater Western Sydney,R8,6/5/2023,2023,10.11,8
Hawthorn,R8,6/5/2023,2023,7.6,8
Melbourne,R8,6/5/2023,2023,13.12,8
North Melbourne,R8,7/5/2023,2023,4.1,8
Port Adelaide,R8,7/5/2023,2023,12.2,8
Richmond,R8,6/5/2023,2023,15.14,8
St Kilda,R8,7/5/2023,2023,8.16,8
Sydney,R8,7/5/2023,2023,6.12,8
West Coast,R8,6/5/2023,2023,8.1,8
Western Bulldogs,R8,6/5/2023,2023,13.8,8
Adelaide,R9,14/5/2023,2023,19.7,9
Brisbane Lions,R9,13/5/2023,2023,12.15,9
Carlton,R9,13/5/2023,2023,8.11,9
Collingwood,R9,14/5/2023,2023,18.12,9
Essendon,R9,13/5/2023,2023,6.9,9
Fremantle,R9,13/5/2023,2023,16.7,9
Geelong,R9,12/5/2023,2023,11.12,9
Gold Coast,R9,12/5/2023,2023,16.17,9
Greater Western Sydney,R9,14/5/2023,2023,7.13,9
Hawthorn,R9,13/5/2023,2023,7.7,9
Melbourne,R9,13/5/2023,2023,15.13,9
North Melbourne,R9,13/5/2023,2023,10.5,9
Port Adelaide,R9,13/5/2023,2023,20.15,9
Richmond,R9,12/5/2023,2023,16.6,9
St Kilda,R9,14/5/2023,2023,10.9,9
Sydney,R9,13/5/2023,2023,13.8,9
West Coast,R9,12/5/2023,2023,6.7,9
Western Bulldogs,R9,13/5/2023,2023,11.13,9
Adelaide,R10,20/5/2023,2023,5.1,10
Brisbane Lions,R10,20/5/2023,2023,16.11,10
Carlton,R10,21/5/2023,2023,7.15,10
Collingwood,R10,21/5/2023,2023,13.7,10
Essendon,R10,20/5/2023,2023,10.11,10
Fremantle,R10,20/5/2023,2023,16.1,10
Geelong,R10,20/5/2023,2023,11.11,10
Gold Coast,R10,20/5/2023,2023,9.1,10
Greater Western Sydney,R10,21/5/2023,2023,12.8,10
Hawthorn,R10,21/5/2023,2023,22.1,10
Melbourne,R10,19/5/2023,2023,11.1,10
North Melbourne,R10,20/5/2023,2023,14.6,10
Port Adelaide,R10,19/5/2023,2023,11.14,10
Richmond,R10,20/5/2023,2023,10.1,10
St Kilda,R10,21/5/2023,2023,13.14,10
Sydney,R10,20/5/2023,2023,14.9,10
West Coast,R10,21/5/2023,2023,4.2,10
Western Bulldogs,R10,20/5/2023,2023,11.19,10
Adelaide,R11,28/5/2023,2023,14.11,11
Brisbane Lions,R11,28/5/2023,2023,10.18,11
Carlton,R11,26/5/2023,2023,6.15,11
Collingwood,R11,28/5/2023,2023,16.9,11
Essendon,R11,27/5/2023,2023,14.12,11
Fremantle,R11,27/5/2023,2023,12.7,11
Geelong,R11,27/5/2023,2023,10.14,11
Gold Coast,R11,27/5/2023,2023,13.6,11
Greater Western Sydney,R11,27/5/2023,2023,12.9,11
Hawthorn,R11,27/5/2023,2023,12.16,11
Melbourne,R11,27/5/2023,2023,10.12,11
North Melbourne,R11,28/5/2023,2023,10.1,11
Port Adelaide,R11,28/5/2023,2023,10.17,11
Richmond,R11,28/5/2023,2023,9.13,11
St Kilda,R11,27/5/2023,2023,12.6,11
Sydney,R11,26/5/2023,2023,11.11,11
West Coast,R11,27/5/2023,2023,6.1,11
Western Bulldogs,R11,27/5/2023,2023,11.11,11
Adelaide,R12,3/6/2023,2023,13.9,12
Carlton,R12,2/6/2023,2023,6.8,12
Collingwood,R12,3/6/2023,2023,18.12,12
Essendon,R12,4/6/2023,2023,16.9,12
Geelong,R12,3/6/2023,2023,15.7,12
Gold Coast,R12,3/6/2023,2023,16.16,12
Greater Western Sydney,R12,4/6/2023,2023,15.14,12
Hawthorn,R12,3/6/2023,2023,14.12,12
Melbourne,R12,2/6/2023,2023,8.13,12
North Melbourne,R12,4/6/2023,2023,15.9,12
Port Adelaide,R12,3/6/2023,2023,23.13,12
Richmond,R12,4/6/2023,2023,16.14,12
West Coast,R12,3/6/2023,2023,8.9,12
Western Bulldogs,R12,3/6/2023,2023,10.15,12
Adelaide,R13,10/6/2023,2023,27.12,13
Brisbane Lions,R13,10/6/2023,2023,11.7,13
Carlton,R13,11/6/2023,2023,6.16,13
Collingwood,R13,12/6/2023,2023,9.8,13
Essendon,R13,11/6/2023,2023,13.8,13
Fremantle,R13,10/6/2023,2023,10.1,13
Greater Western Sydney,R13,11/6/2023,2023,15.13,13
Hawthorn,R13,10/6/2023,2023,15.8,13
Melbourne,R13,12/6/2023,2023,8.18,13
North Melbourne,R13,11/6/2023,2023,11.9,13
Port Adelaide,R13,9/6/2023,2023,16.11,13
Richmond,R13,10/6/2023,2023,12.13,13
St Kilda,R13,8/6/2023,2023,12.8,13
Sydney,R13,8/6/2023,2023,9.12,13
West Coast,R13,10/6/2023,2023,8.4,13
Western Bulldogs,R13,9/6/2023,2023,13.7,13
Brisbane Lions,R14,16/6/2023,2023,13.19,14
Carlton,R14,18/6/2023,2023,18.12,14
Fremantle,R14,17/6/2023,2023,5.6,14
Geelong,R14,15/6/2023,2023,11.6,14
Gold Coast,R14,18/6/2023,2023,8.13,14
Greater Western Sydney,R14,17/6/2023,2023,16.1,14
North Melbourne,R14,18/6/2023,2023,13.6,14
Port Adelaide,R14,15/6/2023,2023,16.14,14
Richmond,R14,17/6/2023,2023,13.12,14
St Kilda,R14,17/6/2023,2023,11.4,14
Sydney,R14,16/6/2023,2023,12.9,14
Western Bulldogs,R14,18/6/2023,2023,15.15,14
Adelaide,R15,25/6/2023,2023,11.14,15
Brisbane Lions,R15,23/6/2023,2023,12.12,15
Collingwood,R15,25/6/2023,2023,12.1,15
Essendon,R15,24/6/2023,2023,9.7,15
Fremantle,R15,24/6/2023,2023,14.9,15
Geelong,R15,22/6/2023,2023,11.12,15
Gold Coast,R15,25/6/2023,2023,14.17,15
Hawthorn,R15,25/6/2023,2023,5.4,15
Melbourne,R15,22/6/2023,2023,8.15,15
St Kilda,R15,23/6/2023,2023,8.8,15
Sydney,R15,24/6/2023,2023,31.19,15
West Coast,R15,24/6/2023,2023,5.4,15
Adelaide,R16,1/7/2023,2023,21.12,16
Brisbane Lions,R16,29/6/2023,2023,20.14,16
Carlton,R16,2/7/2023,2023,17.1,16
Collingwood,R16,1/7/2023,2023,18.12,16
Essendon,R16,1/7/2023,2023,10.14,16
Fremantle,R16,1/7/2023,2023,11.7,16
Geelong,R16,30/6/2023,2023,7.12,16
Gold Coast,R16,1/7/2023,2023,5.12,16
Greater Western Sydney,R16,2/7/2023,2023,7.5,16
Hawthorn,R16,2/7/2023,2023,7.1,16
Melbourne,R16,2/7/2023,2023,5.15,16
North Melbourne,R16,1/7/2023,2023,11.6,16
Port Adelaide,R16,1/7/2023,2023,11.12,16
Richmond,R16,29/6/2023,2023,7.11,16
St Kilda,R16,2/7/2023,2023,12.13,16
Sydney,R16,30/6/2023,2023,6.18,16
West Coast,R16,2/7/2023,2023,12.5,16
Western Bulldogs,R16,1/7/2023,2023,16.6,16
Adelaide,R17,9/7/2023,2023,15.7,17
Brisbane Lions,R17,8/7/2023,2023,16.2,17
Carlton,R17,9/7/2023,2023,14.14,17
Collingwood,R17,7/7/2023,2023,13.11,17
Essendon,R17,9/7/2023,2023,17.13,17
Fremantle,R17,9/7/2023,2023,6.9,17
Geelong,R17,9/7/2023,2023,19.11,17
Gold Coast,R17,8/7/2023,2023,11.7,17
Greater Western Sydney,R17,8/7/2023,2023,12.13,17
Hawthorn,R17,8/7/2023,2023,10.12,17
Melbourne,R17,8/7/2023,2023,12.7,17
North Melbourne,R17,9/7/2023,2023,9.9,17
Port Adelaide,R17,8/7/2023,2023,16.1,17
Richmond,R17,6/7/2023,2023,12.16,17
St Kilda,R17,8/7/2023,2023,8.1,17
Sydney,R17,6/7/2023,2023,11.9,17
West Coast,R17,8/7/2023,2023,5.5,17
Western Bulldogs,R17,7/7/2023,2023,11.11,17
Adelaide,R18,15/7/2023,2023,8.9,18
Brisbane Lions,R18,14/7/2023,2023,16.8,18
Carlton,R18,15/7/2023,2023,18.14,18
Collingwood,R18,15/7/2023,2023,18.5,18
Essendon,R18,15/7/2023,2023,7.3,18
Fremantle,R18,15/7/2023,2023,10.7,18
Geelong,R18,15/7/2023,2023,18.14,18
Gold Coast,R18,15/7/2023,2023,11.11,18
Greater Western Sydney,R18,15/7/2023,2023,10.11,18
Hawthorn,R18,16/7/2023,2023,12.16,18
Melbourne,R18,14/7/2023,2023,16.9,18
North Melbourne,R18,16/7/2023,2023,6.4,18
Port Adelaide,R18,15/7/2023,2023,10.12,18
Richmond,R18,16/7/2023,2023,14.14,18
St Kilda,R18,15/7/2023,2023,8.3,18
Sydney,R18,13/7/2023,2023,11.12,18
West Coast,R18,16/7/2023,2023,8.12,18
Western Bulldogs,R18,13/7/2023,2023,11.1,18
Adelaide,R19,23/7/2023,2023,13.15,19
Brisbane Lions,R19,22/7/2023,2023,9.1,19
Carlton,R19,22/7/2023,2023,21.14,19
Collingwood,R19,22/7/2023,2023,13.7,19
Essendon,R19,21/7/2023,2023,7.7,19
Fremantle,R19,22/7/2023,2023,12.4,19
Geelong,R19,22/7/2023,2023,7.11,19
Gold Coast,R19,23/7/2023,2023,9.9,19
Greater Western Sydney,R19,23/7/2023,2023,15.13,19
Hawthorn,R19,22/7/2023,2023,15.5,19
Melbourne,R19,23/7/2023,2023,14.13,19
North Melbourne,R19,23/7/2023,2023,9.7,19
Port Adelaide,R19,22/7/2023,2023,12.11,19
Richmond,R19,22/7/2023,2023,14.12,19
St Kilda,R19,23/7/2023,2023,9.15,19
Sydney,R19,22/7/2023,2023,16.9,19
